cancel	mean_k	vec	norm	lam	λB	λW	AUC_T	AUC_P	AUC_Tpos	AUC_Tneg	AUC_Ppos	AUC_Pneg	AUC_sum
false	true	false	0	1	0.0	0.0	0.9500000000000001	0.9166666666666666	1.0	1.0	0.8571428571428571	1.0	5.723809523809524
true	true	false	0	1	0.0	0.0	0.85	0.33333333333333337	0.9090909090909091	1.0	1.0	0.4285714285714286	4.520995670995672
false	false	false	0	1	0.0	0.0	1.0	0.75	1.0	1.0	1.0	0.4285714285714286	5.178571428571429
true	false	false	0	1	0.0	0.0	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
false	true	true	1	1	0.0	0.0	1.0	0.5	1.0	1.0	0.7142857142857143	0.8571428571428571	5.071428571428571
true	true	true	1	1	0.0	0.0	1.0	0.9166666666666666	1.0	1.0	1.0	0.8571428571428571	5.773809523809524
false	false	true	1	1	0.0	0.0	1.0	0.6666666666666667	1.0	1.0	0.8571428571428571	0.8571428571428571	5.3809523809523805
true	false	true	1	1	0.0	0.0	1.0	0.6666666666666667	1.0	1.0	1.0	0.7142857142857143	5.380952380952381
false	true	false	1	1	0.0	0.0	0.9	1.0	1.0	0.8181818181818181	0.0	0.8571428571428571	4.5753246753246755
true	true	false	1	1	0.0	0.0	0.9	0.8333333333333334	1.0	0.9090909090909091	1.0	0.8571428571428571	5.499567099567099
false	false	false	1	1	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	6
